[2025-03-11 15:01:44.576160] [171420] [debug] init_provider started
[2025-03-11 15:01:44.576477] [171420] [info] Found kernel with version 5.14.0-503
[2025-03-11 15:01:44.576496] [171420] [info] chdir_optimization_enabled config value: true
[2025-03-11 15:01:44.576510] [171420] [info] uprobes_enabled_backported_kernel config value: false
[2025-03-11 15:01:44.576556] [171420] [info] tcp_v6_accept kprobes config value: true
[2025-03-11 15:01:44.576590] [171420] [info] tcp_v6_connect kprobes config value: true
[2025-03-11 15:01:44.576624] [171420] [info] tcp_v4_accept ebpf config value: true
[2025-03-11 15:01:44.576659] [171420] [info] tcp_v4_connect ebpf config value: true
[2025-03-11 15:01:44.576692] [171420] [info] tcp_v6_accept ebpf config value: true
[2025-03-11 15:01:44.576725] [171420] [info] tcp_v6_connect ebpf config value: true
[2025-03-11 15:01:44.576738] [171420] [info] ebpf_allow_missing_caps config value: true
[2025-03-11 15:01:44.576756] [171420] [info] btf_num_candidates config value: 3
[2025-03-11 15:01:44.576804] [171420] [debug] cron monitor: [full path: /var/spool/cron/crontabs, host path: /var/spool/cron/crontabs, path: /var/spool/cron/crontabs] does not exist
[2025-03-11 15:01:44.576919] [171420] [info] cron monitor: initialized
[2025-03-11 15:01:44.576953] [171420] [trace] utmp entry: type=7, pid=1051007, line=pts/0, id=ts/0onecloud-admin, user=onecloud-admin, host=10.51.192.166, tv=(1725120195.511691)
[2025-03-11 15:02:15.979604] [171420] [debug] python_exec origin is ebpf [perf hook: python_exec]
[2025-03-11 15:02:15.979620] [171420] [debug] commit_creds_pe origin is ebpf [perf hook: commit_creds_pe]
[2025-03-11 15:02:15.979633] [171420] [debug] pam_login origin is ebpf [perf hook: pam_login]
[2025-03-11 15:02:15.979636] [171420] [debug] software_packing origin is ebpf [perf hook: software_packing]
[2025-03-11 15:02:15.979647] [171420] [info] no need to track cwd, chdir/fchdir optimization is on
[2025-03-11 15:02:15.979660] [171420] [info] perf_manager: eBPF telemetry event ebpf_path_truncated_telemetry added successfully
[2025-03-11 15:02:15.979664] [171420] [debug] Enabling perf file -1 for event ebpf_path_truncated_telemetry
[2025-03-11 15:02:15.979733] [171420] [debug] Enabling perf file 407 for event ebpf_file_read
[2025-03-11 15:02:15.979757] [171420] [debug] Enabling perf file 408 for event ebpf_file_read
[2025-03-11 15:02:15.979778] [171420] [debug] Enabling perf file 409 for event ebpf_file_read
[2025-03-11 15:02:15.979798] [171420] [debug] Enabling perf file 384 for event ebpf_system_call_hook
[2025-03-11 15:02:15.979818] [171420] [debug] Enabling perf file 385 for event ebpf_system_call_hook
[2025-03-11 15:02:15.979839] [171420] [debug] Enabling perf file 374 for event ebpf_socket_filter_attachment
[2025-03-11 15:02:15.979859] [171420] [debug] Enabling perf file 367 for event ebpf_uprobe_bash_set_signal
[2025-03-11 15:02:15.979883] [171420] [debug] Enabling perf file 212 for event ebpf_file_close_write
[2025-03-11 15:02:15.979904] [171420] [debug] Enabling perf file 213 for event ebpf_file_close_write
[2025-03-11 15:02:15.979924] [171420] [debug] Enabling perf file 214 for event ebpf_file_close_write
[2025-03-11 15:02:15.979944] [171420] [debug] Enabling perf file 215 for event ebpf_file_close_write
[2025-03-11 15:02:15.979965] [171420] [debug] Enabling perf file 216 for event ebpf_file_close_write
[2025-03-11 15:02:15.979989] [171420] [debug] Enabling perf file -1 for event ebpf_dns
[2025-03-11 15:02:15.980004] [171420] [debug] Enabling perf file -1 for event ebpf_dns
[2025-03-11 15:02:15.980019] [171420] [debug] Enabling perf file 181 for event ebpf_tcp_accept
[2025-03-11 15:02:15.980038] [171420] [debug] Enabling perf file 182 for event ebpf_tcp_accept
[2025-03-11 15:02:15.980072] [171420] [debug] Enabling perf file 183 for event ebpf_tcp_accept
[2025-03-11 15:02:15.980094] [171420] [debug] Enabling perf file 191 for event ebpf_tcp_connect
[2025-03-11 15:02:15.980116] [171420] [debug] Enabling perf file 240 for event ebpf_mount
[2025-03-11 15:02:15.980137] [171420] [debug] Enabling perf file 241 for event ebpf_mount
[2025-03-11 15:02:15.980158] [171420] [debug] Enabling perf file 152 for event ebpf_file_chmod
[2025-03-11 15:02:15.980179] [171420] [debug] Enabling perf file 33 for event ebpf_fork_exit
[2025-03-11 15:02:15.980201] [171420] [debug] Enabling perf file 35 for event ebpf_fork_exit
[2025-03-11 15:02:15.980222] [171420] [debug] Enabling perf file 133 for event ebpf_file_rename
[2025-03-11 15:02:15.980243] [171420] [debug] Enabling perf file 335 for event ebpf_disarm_kprobes
[2025-03-11 15:02:15.980263] [171420] [debug] Enabling perf file 129 for event ebpf_file_delete
[2025-03-11 15:02:15.980284] [171420] [debug] Enabling perf file 272 for event ebpf_uprobe_bash_unbind_variable
[2025-03-11 15:02:15.980325] [171420] [debug] Enabling perf file 86 for event ebpf_file_create
[2025-03-11 15:02:15.980346] [171420] [debug] Enabling perf file 62 for event ebpf_execv
[2025-03-11 15:02:15.980404] [171420] [debug] Enabling perf file 63 for event ebpf_execv
[2025-03-11 15:02:15.980436] [171420] [debug] Enabling perf file 64 for event ebpf_execv
[2025-03-11 15:02:15.980663] [171420] [debug] Enabling perf file 65 for event ebpf_execv
[2025-03-11 15:02:15.980707] [171420] [debug] Enabling perf file 66 for event ebpf_execv
[2025-03-11 15:02:15.980728] [171420] [debug] Enabling perf file 68 for event ebpf_execv
[2025-03-11 15:02:15.980763] [171420] [debug] Enabling perf file 342 for event ebpf_memory_dump
[2025-03-11 15:02:15.980782] [171420] [debug] Enabling perf file 165 for event ebpf_dns
[2025-03-11 15:02:15.980801] [171420] [debug] Enabling perf file 166 for event ebpf_dns
[2025-03-11 15:02:15.980823] [171420] [debug] Enabling perf file 130 for event ebpf_files_helper
[2025-03-11 15:02:15.980842] [171420] [debug] Enabling perf file 131 for event ebpf_files_helper
[2025-03-11 15:02:15.980861] [171420] [debug] Enabling perf file 132 for event ebpf_files_helper
[2025-03-11 15:02:15.980881] [171420] [debug] Enabling perf file 41 for event ebpf_kernel_module_load
[2025-03-11 15:02:15.980902] [171420] [debug] Enabling perf file 242 for event ebpf_umount
[2025-03-11 15:02:15.980923] [171420] [debug] Enabling perf file 243 for event ebpf_umount
[2025-03-11 15:02:15.980944] [171420] [debug] Enabling perf file 325 for event ebpf_software_packing
[2025-03-11 15:02:15.980964] [171420] [debug] Enabling perf file 326 for event ebpf_software_packing
[2025-03-11 15:02:15.980984] [171420] [debug] Enabling perf file 327 for event ebpf_software_packing
[2025-03-11 15:02:15.981004] [171420] [debug] Enabling perf file 328 for event ebpf_software_packing
[2025-03-11 15:02:15.981026] [171420] [debug] Enabling perf file 244 for event ebpf_pivot_root
[2025-03-11 15:02:15.981046] [171420] [debug] Enabling perf file 245 for event ebpf_pivot_root
[2025-03-11 15:02:15.981067] [171420] [debug] Enabling perf file 153 for event ebpf_file_chmod_helper
[2025-03-11 15:02:15.981088] [171420] [debug] Enabling perf file 154 for event ebpf_file_chmod_helper
[2025-03-11 15:02:15.981107] [171420] [debug] Enabling perf file 155 for event ebpf_file_chmod_helper
[2025-03-11 15:02:15.981136] [171420] [debug] Enabling perf file 257 for event ebpf_uprobe_bash_readline
[2025-03-11 15:02:15.981157] [171420] [debug] Enabling perf file 258 for event ebpf_uprobe_bash_readline
[2025-03-11 15:02:15.981175] [171420] [debug] Enabling perf file 246 for event ebpf_setns
[2025-03-11 15:02:15.981196] [171420] [debug] Enabling perf file 265 for event ebpf_uprobe_bash_bind_variable
[2025-03-11 15:02:15.981211] [171420] [debug] Enabling perf file 247 for event ebpf_unshare
[2025-03-11 15:02:15.981220] [171420] [debug] Enabling perf file 288 for event ebpf_uprobe_python_exec
[2025-03-11 15:02:15.981227] [171420] [debug] Enabling perf file 289 for event ebpf_uprobe_python_exec
[2025-03-11 15:02:15.981236] [171420] [debug] Enabling perf file 295 for event ebpf_commit_creds_pe
[2025-03-11 15:02:15.981246] [171420] [debug] Enabling perf file 309 for event ebpf_uprobe_pam_login
[2025-03-11 15:02:15.981253] [171420] [debug] Enabling perf file 310 for event ebpf_uprobe_pam_login
[2025-03-11 15:02:15.981261] [171420] [debug] Enabling perf file 311 for event ebpf_uprobe_pam_login
[2025-03-11 15:02:15.981274] [171420] [debug] Enabling perf file 351 for event ebpf_chroot
[2025-03-11 15:02:15.981281] [171420] [debug] Enabling perf file 360 for event ebpf_finit_module
[2025-03-11 15:02:15.981377] [171420] [debug] Enabling perf file -1 for event ebpf_path_truncated_telemetry
[2025-03-11 15:02:15.981381] [171420] [debug] Enabling perf file -1 for event ebpf_file_read
[2025-03-11 15:02:15.981385] [171420] [debug] Enabling perf file -1 for event ebpf_file_read
[2025-03-11 15:02:15.981391] [171420] [debug] Enabling perf file -1 for event ebpf_file_read
[2025-03-11 15:02:15.981394] [171420] [debug] Enabling perf file -1 for event ebpf_system_call_hook
[2025-03-11 15:02:15.981397] [171420] [debug] Enabling perf file -1 for event ebpf_system_call_hook
[2025-03-11 15:02:15.981399] [171420] [debug] Enabling perf file -1 for event ebpf_socket_filter_attachment
[2025-03-11 15:02:15.981404] [171420] [debug] Enabling perf file -1 for event ebpf_uprobe_bash_set_signal
[2025-03-11 15:02:15.981448] [171420] [debug] Enabling perf file -1 for event ebpf_file_close_write
[2025-03-11 15:02:15.981450] [171420] [debug] Enabling perf file -1 for event ebpf_file_close_write
[2025-03-11 15:02:15.981453] [171420] [debug] Enabling perf file -1 for event ebpf_file_close_write
[2025-03-11 15:02:15.981460] [171420] [debug] Enabling perf file -1 for event ebpf_file_close_write
[2025-03-11 15:02:15.981534] [171420] [debug] Enabling perf file -1 for event ebpf_file_close_write
[2025-03-11 15:02:15.981537] [171420] [debug] Enabling perf file -1 for event ebpf_dns
[2025-03-11 15:02:15.981541] [171420] [debug] Enabling perf file -1 for event ebpf_dns
[2025-03-11 15:02:15.981619] [171420] [debug] Enabling perf file -1 for event ebpf_tcp_accept
[2025-03-11 15:02:15.981623] [171420] [debug] Enabling perf file -1 for event ebpf_tcp_accept
[2025-03-11 15:02:15.981625] [171420] [debug] Enabling perf file -1 for event ebpf_tcp_accept
[2025-03-11 15:02:15.981627] [171420] [debug] Enabling perf file -1 for event ebpf_tcp_connect
[2025-03-11 15:02:15.981630] [171420] [debug] Enabling perf file -1 for event ebpf_mount
[2025-03-11 15:02:15.981635] [171420] [debug] Enabling perf file -1 for event ebpf_mount
[2025-03-11 15:02:15.981640] [171420] [debug] Enabling perf file -1 for event ebpf_file_chmod
[2025-03-11 15:02:15.981643] [171420] [debug] Enabling perf file -1 for event ebpf_fork_exit
[2025-03-11 15:02:15.981646] [171420] [debug] Enabling perf file -1 for event ebpf_fork_exit
[2025-03-11 15:02:15.981650] [171420] [debug] Enabling perf file -1 for event ebpf_file_rename
[2025-03-11 15:02:15.981653] [171420] [debug] Enabling perf file -1 for event ebpf_disarm_kprobes
[2025-03-11 15:02:15.981656] [171420] [debug] Enabling perf file -1 for event ebpf_file_delete
[2025-03-11 15:02:15.981659] [171420] [debug] Enabling perf file -1 for event ebpf_uprobe_bash_unbind_variable
[2025-03-11 15:02:15.981662] [171420] [debug] Enabling perf file -1 for event ebpf_file_create
[2025-03-11 15:02:15.981670] [171420] [debug] Enabling perf file -1 for event ebpf_execv
[2025-03-11 15:02:15.981672] [171420] [debug] Enabling perf file -1 for event ebpf_execv
[2025-03-11 15:02:15.981675] [171420] [debug] Enabling perf file -1 for event ebpf_execv
[2025-03-11 15:02:15.981679] [171420] [debug] Enabling perf file -1 for event ebpf_execv
[2025-03-11 15:02:15.981681] [171420] [debug] Enabling perf file -1 for event ebpf_execv
[2025-03-11 15:02:15.981688] [171420] [debug] Enabling perf file -1 for event ebpf_execv
[2025-03-11 15:02:15.981690] [171420] [debug] Enabling perf file -1 for event ebpf_memory_dump
[2025-03-11 15:02:15.981693] [171420] [debug] Enabling perf file -1 for event ebpf_dns
[2025-03-11 15:02:15.981695] [171420] [debug] Enabling perf file -1 for event ebpf_dns
[2025-03-11 15:02:15.981770] [171420] [debug] Enabling perf file -1 for event ebpf_files_helper
[2025-03-11 15:02:15.981786] [171420] [debug] Enabling perf file -1 for event ebpf_files_helper
[2025-03-11 15:02:15.981798] [171420] [debug] Enabling perf file -1 for event ebpf_files_helper
[2025-03-11 15:02:15.981801] [171420] [debug] Enabling perf file -1 for event ebpf_kernel_module_load
[2025-03-11 15:02:15.981805] [171420] [debug] Enabling perf file -1 for event ebpf_umount
[2025-03-11 15:02:15.981807] [171420] [debug] Enabling perf file -1 for event ebpf_umount
[2025-03-11 15:02:15.981810] [171420] [debug] Enabling perf file -1 for event ebpf_software_packing
[2025-03-11 15:02:15.981812] [171420] [debug] Enabling perf file -1 for event ebpf_software_packing
[2025-03-11 15:02:15.981815] [171420] [debug] Enabling perf file -1 for event ebpf_software_packing
[2025-03-11 15:02:15.981819] [171420] [debug] Enabling perf file -1 for event ebpf_software_packing
[2025-03-11 15:02:15.981821] [171420] [debug] Enabling perf file -1 for event ebpf_pivot_root
[2025-03-11 15:02:15.981824] [171420] [debug] Enabling perf file -1 for event ebpf_pivot_root
[2025-03-11 15:02:15.981826] [171420] [debug] Enabling perf file -1 for event ebpf_file_chmod_helper
[2025-03-11 15:02:15.981830] [171420] [debug] Enabling perf file -1 for event ebpf_file_chmod_helper
[2025-03-11 15:02:15.981835] [171420] [debug] Enabling perf file -1 for event ebpf_file_chmod_helper
[2025-03-11 15:02:15.981837] [171420] [debug] Enabling perf file -1 for event ebpf_uprobe_bash_readline
[2025-03-11 15:02:15.981932] [171420] [debug] Enabling perf file -1 for event ebpf_uprobe_bash_readline
[2025-03-11 15:02:15.981936] [171420] [debug] Enabling perf file -1 for event ebpf_setns
[2025-03-11 15:02:15.981939] [171420] [debug] Enabling perf file -1 for event ebpf_uprobe_bash_bind_variable
[2025-03-11 15:02:15.981942] [171420] [debug] Enabling perf file -1 for event ebpf_unshare
[2025-03-11 15:02:15.981945] [171420] [debug] Enabling perf file -1 for event ebpf_uprobe_python_exec
[2025-03-11 15:02:15.981954] [171420] [debug] Enabling perf file -1 for event ebpf_uprobe_python_exec
[2025-03-11 15:02:15.981958] [171420] [debug] Enabling perf file -1 for event ebpf_commit_creds_pe
[2025-03-11 15:02:15.981963] [171420] [debug] Enabling perf file -1 for event ebpf_uprobe_pam_login
[2025-03-11 15:02:15.981967] [171420] [debug] Enabling perf file -1 for event ebpf_uprobe_pam_login
[2025-03-11 15:02:15.981971] [171420] [debug] Enabling perf file -1 for event ebpf_uprobe_pam_login
[2025-03-11 15:02:15.981977] [171420] [debug] Enabling perf file -1 for event ebpf_chroot
[2025-03-11 15:02:15.981980] [171420] [debug] Enabling perf file -1 for event ebpf_finit_module
[2025-03-11 15:02:15.981983] [171420] [debug] Enabling perf file -1 for event ebpf_agent_kill_attempt
[2025-03-11 15:02:15.995976] [171420] [info] fanotify is disabled
[2025-03-11 15:02:15.996018] [171420] [debug] Dropping fanotify file_close_write events, perf will generate them instead.
[2025-03-11 15:02:16.007714] [171420] [debug] provider telemetry: {"events":{"agent_kill_attempt":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_agent_kill_attempt":"success"},"raw_events_order":["ebpf_agent_kill_attempt"]},"bash_bind_variable":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_uprobe_bash_bind_variable":"success"},"raw_events_order":["ebpf_uprobe_bash_bind_variable"]},"bash_readline":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_uprobe_bash_readline":"success"},"raw_events_order":["ebpf_uprobe_bash_readline"]},"bash_set_signal":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_uprobe_bash_set_signal":"success"},"raw_events_order":["ebpf_uprobe_bash_set_signal"]},"bash_unbind_variable":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_uprobe_bash_unbind_variable":"success"},"raw_events_order":["ebpf_uprobe_bash_unbind_variable"]},"chroot":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_chroot":"success"},"raw_events_order":["ebpf_chroot"]},"commit_creds_pe":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_commit_creds_pe":"success"},"raw_events_order":["ebpf_commit_creds_pe"]},"disarm_kprobes":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_disarm_kprobes":"success"},"raw_events_order":["ebpf_disarm_kprobes"]},"dns_udp":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_dns":"success"},"raw_events_order":["ebpf_dns"]},"file_chmod":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_file_chmod":"success","ebpf_file_chmod_helper":"success"},"raw_events_order":["ebpf_file_chmod","ebpf_file_chmod_helper"]},"file_close_write":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_file_close_write":"success"},"raw_events_order":["ebpf_file_close_write"]},"file_create":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_file_create":"success"},"raw_events_order":["ebpf_file_create"]},"file_delete":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_file_delete":"success","ebpf_files_helper":"success"},"raw_events_order":["ebpf_file_delete","ebpf_files_helper"]},"file_move":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_file_rename":"success","ebpf_files_helper":"success"},"raw_events_order":["ebpf_file_rename","ebpf_files_helper"]},"file_read":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_file_read":"success"},"raw_events_order":["ebpf_file_read"]},"finit_module":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_finit_module":"success"},"raw_events_order":["ebpf_finit_module"]},"fork_exit":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_fork_exit":"success"},"raw_events_order":["ebpf_fork_exit"]},"kernel_module_load":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_kernel_module_load":"success"},"raw_events_order":["ebpf_kernel_module_load"]},"memory_dump":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_memory_dump":"success"},"raw_events_order":["ebpf_memory_dump"]},"mount":{"loaded":true,"origin":"ebpf","raw_events_order":null},"pam_login":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_uprobe_pam_login":"success"},"raw_events_order":["ebpf_uprobe_pam_login"]},"pivot_root":{"loaded":true,"origin":"ebpf","raw_events_order":null},"process_exec":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_execv":"success"},"raw_events_order":["ebpf_execv"]},"python_exec":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_uprobe_python_exec":"success"},"raw_events_order":["ebpf_uprobe_python_exec"]},"setns":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_setns":"success"},"raw_events_order":["ebpf_setns"]},"socket_filter_attachment":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_socket_filter_attachment":"success"},"raw_events_order":["ebpf_socket_filter_attachment"]},"software_packing":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_software_packing":"success"},"raw_events_order":["ebpf_software_packing"]},"system_call_hook":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_system_call_hook":"success"},"raw_events_order":["ebpf_system_call_hook"]},"tcp_accept":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_tcp_accept":"success"},"raw_events_order":["ebpf_tcp_accept"]},"tcp_connect":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_tcp_connect":"success"},"raw_events_order":["ebpf_tcp_connect"]},"umount":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_umount":"success"},"raw_events_order":["ebpf_umount"]},"unauthorized_splice":{"loaded":false,"raw_events":{"ebpf_unauthorized_splice":"unknown"},"raw_events_order":["ebpf_unauthorized_splice"]},"unshare":{"loaded":true,"origin":"ebpf","raw_events":{"ebpf_unshare":"success"},"raw_events_order":["ebpf_unshare"]}},"machine_info":{"arch":"x86_64","kernel":"5.14.0-503.26.1.el9_5.x86_64","os_name":"Linux","os_version":"Red Hat Enterprise release 9.5 (Plow)","struct_layout_randomized":false},"provider_config":{"ebpf_enabled":true,"ebpf_exclusions_enabled":true,"perf_buffer_size":16777216},"provider_state":{"core_state":{"btf":null,"supported":true},"dynamic_pmu_supported":true,"ebpf_supported":true}}
